,0,1
72,hfm=1.5_bcm=12.0_bksm=0.2_lscm=1.0_clem=1.0_pft=0.8_kde=25.0_characters.txt,125
198,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.75_clem=1.0_pft=0.5_kde=25.0_characters.txt,126
32,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.6_clem=1.5_pft=0.5_kde=25.0_characters.txt,127
5,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.75_clem=1.5_pft=0.8_kde=25.0_characters.txt,127
14,hfm=1.5_bcm=18.0_bksm=0.2_lscm=0.6_clem=1.0_pft=0.8_kde=25.0_characters.txt,129
185,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.6_clem=1.5_pft=0.8_kde=25.0_characters.txt,134
89,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.75_clem=1.0_pft=0.5_kde=25.0_characters.txt,134
19,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.6_clem=1.0_pft=0.5_kde=25.0_characters.txt,134
200,hfm=1.5_bcm=12.0_bksm=0.3_lscm=0.6_clem=1.0_pft=0.8_kde=25.0_characters.txt,135
59,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.75_clem=1.0_pft=0.8_kde=25.0_characters.txt,136
10,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.6_clem=1.0_pft=0.5_kde=25.0_characters.txt,139
136,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.75_clem=1.5_pft=0.8_kde=25.0_characters.txt,140
67,hfm=1.5_bcm=8.0_bksm=0.2_lscm=1.0_clem=1.0_pft=0.8_kde=25.0_characters.txt,143
92,hfm=1.5_bcm=8.0_bksm=0.3_lscm=1.0_clem=1.0_pft=0.8_kde=25.0_characters.txt,143
176,hfm=1.5_bcm=8.0_bksm=0.45_lscm=0.6_clem=1.0_pft=0.8_kde=25.0_characters.txt,145
210,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.6_clem=1.5_pft=0.8_kde=25.0_characters.txt,147
193,hfm=1.5_bcm=12.0_bksm=0.2_lscm=0.6_clem=1.0_pft=0.8_kde=25.0_characters.txt,147
17,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.75_clem=1.0_pft=0.8_kde=25.0_characters.txt,157
196,hfm=1.5_bcm=8.0_bksm=0.3_lscm=0.6_clem=1.0_pft=0.8_kde=25.0_characters.txt,170
148,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.75_clem=1.0_pft=0.8_kde=25.0_characters.txt,172
188,hfm=1.5_bcm=8.0_bksm=0.2_lscm=0.6_clem=1.0_pft=0.8_kde=25.0_characters.txt,176
